Continent,Nationality,Type of data,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Europe,Luxembourg,Emigration,16,12,18,30,24,17,30,32,17,29,30,35,44,46,40,49,57,65,52,72,75,103,143,171,219,253,269,260
Europe,Macedonia,Emigration,0,2,1,1,2,0,2,1,4,6,8,-2,-1,3,1,4,3,7,12,13,10,12,45,29,,,,
Europe,Malta,Emigration,14,21,14,11,17,20,5,26,17,16,35,18,19,17,26,22,36,36,37,40,44,39,39,45,47,47,50,64
Europe,man,Emigration,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,5,0,2,3,4,2,0,4,1
Europe,Moldavia,Emigration,0,1,1,0,0,0,0,1,0,1,2,1,0,0,5,2,9,7,11,17,37,46,79,160,271,682,664,822
Europe,Monaco,Emigration,2,0,3,2,1,0,2,-1,0,0,0,3,3,2,5,4,7,8,6,5,5,9,12,13,8,4,7,20
Europe,Montenegro,Emigration,,,,,,,,,,,,0,0,0,0,1,0,0,1,0,1,0,0,0,0,35,49,37
Europe,Norway,Emigration,217,232,224,306,206,246,257,328,331,332,355,399,320,294,275,324,350,442,373,416,439,451,477,500,487,484,368,486
Europe,Ukraine,Emigration,0,1,2,2,5,4,6,12,19,18,17,14,13,12,12,15,27,40,30,77,99,172,279,283,324,746,752,17063
Europe,Uzbekistan,Emigration,0,0,0,0,2,0,2,1,6,10,5,3,1,2,2,1,1,3,11,9,5,14,12,17,16,51,69,112
Europe,Austria,Emigration,244,240,218,266,272,297,301,327,294,357,324,352,391,389,419,412,463,482,535,582,563,582,601,665,663,758,630,692
Europe,Poland,Emigration,513,694,730,810,749,801,843,908,1117,1335,1811,3180,3638,5307,6458,6565,7618,10542,11166,12357,14011,14856,15332,16437,17910,17637,16543,17435
Europe,Portugal,Emigration,419,556,459,375,407,504,504,680,743,894,896,1192,1022,1066,1197,1509,1339,1450,1514,1536,1459,1491,1605,1591,1731,1620,1486,2120
Europe,Republic of North Macedonia,Emigration,,,,,,,,,,,,,,,,,,,,,,,,,38,163,150,157
Europe,Romania,Emigration,173,231,143,144,178,188,180,239,277,417,386,417,691,1147,1336,1486,1960,2109,2061,2572,2675,2895,3592,4366,5708,6101,6324,6804
Europe,Russia,Emigration,2,7,6,6,7,8,19,50,64,51,54,28,46,30,44,33,67,124,166,168,255,339,410,452,523,1310,1308,1574
Europe,Russia (old),Emigration,6,8,3,3,0,2,2,3,1,8,2,1,3,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
Europe,San Marino,Emigration,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,0,0,1
Europe,Serbia,Emigration,,,,,,,,,,,,0,1,4,1,0,7,5,9,15,12,20,17,17,7,331,355,354
Europe,Serbia and Montenegro,Emigration,,,,,,,,,66,76,43,16,5,9,8,17,17,10,9,27,26,28,56,44,79,0,0,0
Europe,Slovenia,Emigration,0,2,1,0,2,2,2,2,1,3,2,1,5,4,4,12,11,20,27,43,93,80,127,122,168,234,154,249
Europe,Slovakia,Emigration,0,1,3,0,3,2,18,25,12,20,12,16,18,17,33,18,33,37,57,75,122,221,257,419,538,1128,1111,1243
Europe,Soviet Union (old),Emigration,286,541,519,575,449,619,652,1060,1558,1408,1664,1705,1368,1342,1521,1609,1867,2169,2266,1890,2021,1938,1923,2028,1990,0,0,0
Europe,Spanje,Emigration,926,1021,1041,1043,1158,1211,1176,1447,1455,1663,1610,1858,1549,1528,1789,1889,2463,2764,2985,3243,3167,3325,3422,3690,4250,4012,3783,5076
Europe,Tadzjikistan,Emigration,0,1,0,0,0,0,0,0,0,2,1,2,0,4,1,1,-1,3,0,1,1,3,12,5,12,14,15,21
Europe,Tsjechië,Emigration,2,1,4,9,10,7,7,13,18,5,15,28,18,23,23,42,71,68,77,125,124,196,229,270,352,760,637,699
Europe,Tsjecho-Slowakije (oud),Emigration,190,237,214,287,300,245,298,483,359,506,567,775,765,984,1133,1044,1408,1430,1286,1184,1228,1084,1037,1065,1045,0,0,0
Europe,Turkije,Emigration,3791,5073,3434,2757,2467,1729,1757,2167,2811,3633,4038,4930,4591,4189,3892,4767,5216,6411,7302,8392,7384,6166,5949,5364,5113,4620,4407,4391
Europe,Turkmenistan,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,4,12,4,39
Europe,Vaticaanstad,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Verenigd Koninkrijk,Emigration,4826,5360,4171,4427,4123,3761,3466,4144,4317,4434,4155,4574,4086,3683,3770,4092,4012,4134,4083,4308,4139,4546,4769,4771,4924,4795,4359,4169
Europe,Belarus,Emigration,0,0,0,1,1,0,0,3,5,5,8,5,5,3,3,6,6,11,16,21,22,31,23,40,38,87,123,156
Europe,Zweden,Emigration,410,459,453,409,518,500,480,522,406,480,434,494,491,545,486,599,639,761,713,691,685,733,767,847,840,847,666,828
Europe,Zwitserland,Emigration,293,333,264,276,245,331,311,324,280,275,327,343,338,353,333,385,443,521,519,518,499,562,624,683,762,657,561,771
Africa,Algeria,Emigration,115,150,166,138,143,152,161,227,236,223,288,245,199,114,159,161,186,176,211,152,139,133,149,128,136,114,102,119
Africa,Angola,Emigration,52,172,167,125,84,97,90,247,951,1316,1529,1405,779,536,490,508,475,542,447,417,340,250,265,202,203,151,122,175
Africa,Benin,Emigration,8,13,10,9,3,7,6,12,15,26,39,44,18,14,16,33,12,32,27,20,23,17,16,21,18,18,14,11
Africa,Botswana,Emigration,9,7,9,14,13,8,13,8,12,8,17,4,12,13,12,15,4,7,5,9,6,15,20,10,8,10,8,16
Africa,British Indian Ocean Territory,Emigration,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Africa,Burkina Faso,Emigration,17,22,18,11,9,8,12,11,16,9,17,24,15,24,24,18,20,24,13,3,20,19,18,14,19,6,12,6
Africa,Burundi,Emigration,13,15,4,8,8,17,4,21,80,76,123,113,127,123,133,224,230,214,148,152,133,171,81,110,101,57,86,53
Africa,Central-African Republic,Emigration,0,4,0,0,2,3,5,2,0,2,0,5,4,0,1,4,5,4,3,2,4,4,2,6,3,5,1,3
Africa,Comoros,Emigration,1,3,2,3,0,2,1,0,6,4,1,6,0,0,1,1,1,1,0,3,1,1,0,4,0,2,0,1
Africa,Congo,Emigration,24,60,37,26,14,19,37,98,122,131,137,139,75,62,44,92,106,92,95,67,76,54,72,35,69,34,36,16
Africa,Congo (Democratic Republic),Emigration,215,453,234,155,110,108,159,335,530,646,731,767,445,299,327,337,335,343,299,300,263,281,241,230,261,200,200,209
Africa,Djibouti,Emigration,0,3,7,8,8,7,13,17,18,21,18,6,10,6,15,7,7,1,15,5,-1,2,4,3,8,3,5,9
Africa,Egypt,Emigration,392,682,570,441,382,350,250,300,402,506,521,653,636,609,598,656,802,737,760,671,635,642,548,564,515,546,521,520
Africa,Equatorial Guinea,Emigration,1,1,4,0,0,1,2,3,1,6,3,3,8,1,6,4,15,7,3,6,6,4,7,3,2,5,1,4
Africa,Eritrea,Emigration,3,6,4,7,5,13,10,28,37,38,38,38,26,35,31,77,65,65,60,48,53,78,100,124,118,81,113,128
Africa,eswatini,Emigration,,,,,,,,,,,,,,,,,,,,,,,,,8,1,8,5
Africa,Ethiopia,Emigration,203,246,324,262,248,308,334,381,440,469,438,446,409,381,294,488,384,409,467,381,374,405,418,319,280,239,186,307
Africa,Gabon,Emigration,4,2,7,6,8,8,4,12,9,7,8,11,8,14,5,11,8,3,7,13,12,7,10,6,8,3,3,7
Africa,Gambia,Emigration,9,12,12,19,11,8,12,19,16,21,13,35,24,39,18,25,23,39,52,20,42,37,36,36,34,33,68,83
Africa,Ghana,Emigration,492,538,328,302,339,286,276,270,413,522,865,1227,1021,821,601,763,784,708,740,667,674,656,618,555,424,374,328,414
Africa,Guinea,Emigration,25,16,20,7,13,21,30,114,261,340,440,437,140,84,156,225,245,258,209,229,211,143,244,180,140,105,178,102
Africa,Guinea-Bissau,Emigration,12,10,8,9,8,17,7,9,17,15,19,10,14,9,24,21,22,34,20,27,15,23,17,15,15,12,18,13
Africa,Ivory Coast,Emigration,10,34,14,6,9,18,23,26,60,62,69,42,46,49,50,56,67,102,133,99,106,102,66,72,57,67,64,41
Africa,Cape Verde,Emigration,259,265,192,169,199,151,91,189,238,159,253,315,233,226,140,189,159,312,206,158,135,185,207,105,150,99,101,113
Africa,Cameroon,Emigration,29,38,55,46,31,30,34,69,137,195,225,192,173,137,138,146,197,156,202,142,109,135,110,100,77,78,111,101
Africa,Kenya,Emigration,75,103,89,82,113,102,112,97,100,140,109,140,203,156,142,175,193,179,221,174,208,208,206,194,229,170,144,172
Africa,Lesotho,Emigration,2,6,1,3,4,1,2,12,4,3,5,3,7,1,3,3,4,8,8,2,6,6,3,10,9,6,-1,2
Africa,Liberia,Emigration,17,39,48,71,67,71,87,95,119,144,211,266,171,136,107,111,121,119,97,123,127,88,90,99,50,52,61,54
Africa,Libya,Emigration,32,21,20,36,28,44,22,36,41,56,59,67,48,59,25,62,89,124,108,110,83,98,70,63,39,49,81,40
Africa,Madagascar,Emigration,8,8,9,4,10,5,7,4,6,2,7,5,12,14,3,3,10,15,22,5,8,14,12,8,9,11,8,9
Africa,Malawi,Emigration,1,13,16,17,12,8,12,11,14,7,10,12,10,19,7,24,12,16,16,14,18,7,17,16,14,13,8,22
Africa,Mali,Emigration,9,8,9,4,6,6,7,6,11,15,15,19,17,5,13,8,9,12,9,17,4,15,9,6,8,10,12,10
Africa,Morocco,Emigration,2667,2984,2252,1806,1908,1600,1549,1970,2313,2460,3246,4026,4100,3820,2730,3016,2987,3489,2744,3210,2993,2736,2599,2391,2187,1515,1459,2087
Africa,Mauritania,Emigration,7,13,7,12,8,13,20,22,38,38,33,35,23,5,14,18,12,19,23,18,14,17,4,7,12,7,7,6
Africa,Mauritius,Emigration,14,5,15,13,8,7,13,17,10,11,22,15,18,15,21,19,16,18,23,18,17,26,22,23,29,18,18,32
Africa,Mayotte,Emigration,0,0,1,0,0,0,0,0,1,1,4,1,2,6,1,-1,0,1,1,3,-1,0,0,0,2,0,0,1
Africa,Mozambique,Emigration,20,24,35,35,31,19,32,36,45,32,32,42,43,36,29,54,42,39,52,31,49,47,34,35,28,43,26,39
Africa,Namibia,Emigration,8,9,8,26,24,12,26,17,16,15,18,29,31,15,32,32,21,31,22,30,35,22,15,31,48,53,53,53
Africa,Niger,Emigration,4,10,3,5,3,0,2,9,31,65,78,58,16,2,12,23,31,32,16,21,20,8,22,4,9,13,7,10
Africa,Nigeria,Emigration,259,276,264,272,203,206,264,279,298,412,488,443,422,399,415,507,521,611,603,631,604,613,585,441,456,392,573,618
Africa,Reunion,Emigration,2,5,3,5,2,3,4,3,3,3,7,2,4,0,1,1,2,5,2,3,3,0,5,2,5,5,1,4
Africa,Rwanda,Emigration,37,11,8,5,12,11,19,41,82,62,101,102,97,55,83,80,95,77,94,88,81,102,47,69,75,56,45,47
Africa,Sao Tome and Principe,Emigration,3,3,5,2,2,4,1,2,8,5,7,8,6,-2,5,0,11,12,4,6,11,1,9,4,6,2,0,13
Africa,Senegal,Emigration,22,44,27,34,26,37,14,40,46,32,47,57,42,58,38,62,41,52,48,74,24,66,52,36,40,58,39,37
Africa,Seychelles,Emigration,1,7,2,2,2,1,1,3,1,2,2,5,0,1,2,1,7,4,4,3,1,5,4,4,3,4,4,5
Africa,Sierra Leone,Emigration,16,28,13,20,20,32,54,121,339,422,600,509,389,247,411,335,364,322,332,358,377,350,304,224,122,91,121,131
Africa,Saint Helena,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Africa,Sudan,Emigration,18,55,45,49,79,142,192,355,645,769,790,657,517,316,381,523,395,483,368,386,365,254,254,221,142,185,162,135
Africa,Somalia,Emigration,433,655,875,965,1617,2577,3716,3663,4070,4492,3038,2372,1467,1027,918,1206,1102,1285,1280,1342,1846,2009,1588,1666,1440,1049,1225,955
Africa,Swaziland,Emigration,5,1,9,2,4,1,8,11,4,3,4,7,10,5,5,3,1,7,5,2,6,2,4,3,,,,
Africa,Tanzania,Emigration,52,81,57,84,94,40,113,80,89,94,92,121,151,108,114,172,136,91,189,91,117,156,97,110,86,79,61,71
Africa,Togo,Emigration,23,23,23,11,19,22,22,52,112,136,167,140,99,22,46,55,66,53,54,57,48,62,36,43,48,21,31,46
Africa,Chad,Emigration,2,2,4,2,2,1,0,11,10,14,9,8,8,-1,4,8,5,8,9,3,3,5,5,5,0,9,4,5
Africa,Tunisia,Emigration,154,224,174,172,160,117,94,145,161,152,176,198,180,152,172,180,228,162,226,237,202,175,162,172,137,155,141,163
Africa,Uganda,Emigration,55,50,60,67,59,46,84,74,63,103,74,87,180,105,98,164,146,116,138,109,110,119,113,97,122,122,120,117
Africa,Zambia,Emigration,56,61,60,59,60,29,79,52,65,66,62,53,116,67,58,56,67,59,74,58,76,74,52,44,45,49,36,51
Africa,Zimbabwe,Emigration,50,57,56,59,55,51,63,73,51,68,58,66,72,72,72,120,121,120,147,126,109,124,82,95,122,131,120,104
Africa,South Africa,Emigration,501,643,642,794,780,668,712,790,919,862,864,878,844,913,902,944,931,985,917,869,881,998,1016,1017,1113,1100,1119,1259
Africa,Southern Sudan,Emigration,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0
Oceania,American Samoa,Emigration,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Oceania,Antarctica,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Australia,Emigration,427,626,504,454,601,576,645,765,809,827,953,944,971,1042,973,939,1060,1063,1006,990,955,1120,1290,1366,1327,1356,855,862
Oceania,Cook Islands,Emigration,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
Oceania,Fiji,Emigration,5,7,9,5,10,4,0,9,5,-4,12,5,7,8,6,5,8,6,10,6,8,7,-1,6,4,3,7,4
Oceania,French Polynesia,Emigration,1,0,0,0,0,5,1,2,0,0,2,1,4,1,0,0,0,3,7,1,3,3,6,4,4,3,5,3
Oceania,Guam,Emigration,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Oceania,Kiribati,Emigration,1,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
Oceania,Marshall Islands,Emigration,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Oceania,Micronesia,Emigration,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
Oceania,Nauru,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
Oceania,New Caledonia,Emigration,1,4,0,1,3,1,0,0,1,2,0,2,1,3,1,2,1,4,4,0,0,1,3,5,5,2,2,5
Oceania,New Zealand,Emigration,232,253,206,221,187,246,214,302,297,265,278,356,358,316,319,345,343,298,343,347,336,377,407,413,442,396,326,285
Oceania,Niue,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Northern Mariana Islands,Emigration,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Norfolk,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Palau,Emigration,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Oceania,Papua New Guinea,Emigration,6,4,7,8,5,3,11,3,9,9,13,11,17,8,4,8,2,11,0,7,3,7,7,6,4,8,5,1
Oceania,Pitcairn Islands,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Solomon Islands,Emigration,1,3,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,1,1,1,1,1,0,0,1
Oceania,Samoa,Emigration,1,1,1,2,1,0,1,3,-1,1,0,4,3,1,0,1,3,3,-1,0,5,3,0,1,0,3,1,1
Oceania,Tokelau,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Tonga,Emigration,0,6,0,1,2,0,4,0,0,0,1,1,0,5,0,0,0,0,0,0,1,0,0,2,0,1,2,0
Oceania,Tuvalu,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Oceania,Vanuatu,Emigration,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,2,1,2,0,0,0,1,1,0,0,1,2,0
Oceania,Far Islands of the US,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oceania,Wallis and Futuna,Emigration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
America,American virgin islands,Balance,1,0,0,2,-2,0,0,0,-2,0,0,0,-1,0,0,0,-1,2,0,0,2,0,2,-1,6,-1,4,-2
America,Anguilla,Balance,-2,1,4,1,2,2,1,2,5,-3,-4,-1,3,-1,0,4,-1,-1,0,-1,-3,2,1,0,1,1,1,2
America,Antigua and Barbuda,Balance,2,2,-1,3,1,0,-1,5,2,-2,2,-2,1,0,-2,2,4,3,-4,-1,2,0,2,2,0,0,1,2
America,Argentina,Balance,-6,9,36,47,12,116,171,207,124,41,-45,-74,-38,76,106,36,15,87,108,141,149,150,258,414,567,346,735,737
America,Aruba,Balance,19,42,59,79,126,177,186,153,21,20,-37,127,205,276,328,454,402,241,205,281,168,228,334,279,420,782,1014,723
America,Bahamas,Balance,-1,-3,7,2,-6,-2,5,-7,3,4,-5,3,-1,0,0,-2,3,-5,6,-2,3,0,1,-1,7,11,3,-2
America,Barbados,Balance,5,1,4,-2,3,6,-3,-4,2,3,-1,-3,-2,0,-1,-4,11,-1,4,2,7,6,1,8,1,-5,4,12
America,Belize,Balance,-1,-1,3,1,-2,4,1,0,2,-1,-1,-1,2,2,2,-4,-2,0,0,0,1,4,0,4,3,1,-3,5
America,Bermuda,Balance,0,-1,1,-3,0,0,0,2,0,-1,-1,1,-1,6,3,0,-3,7,0,2,-2,6,0,6,6,0,3,-3
America,Bolivia,Balance,11,13,20,30,30,18,35,30,39,25,10,31,23,48,26,11,23,-3,31,36,18,12,43,46,70,11,45,80
America,Brazil,Balance,232,339,393,500,387,439,490,401,486,338,459,512,487,789,583,630,522,396,637,546,1169,554,1736,2541,2655,1319,2140,2686
America,British Virginislands,Balance,0,-1,0,0,0,0,0,1,0,-1,0,0,1,2,0,-2,1,-1,0,0,1,0,0,0,2,-1,-1,1
America,Canada,Balance,20,165,176,148,129,208,243,72,-40,-7,-1,-95,20,190,-15,129,4,171,-16,169,197,173,168,240,222,-112,125,516
America,Caribbean Netherlands,Balance,,,,,,,,,,,,,,,,0,0,5,7,3,6,9,17,17,15,35,76,75
America,Cayman Islands,Balance,0,0,2,1,-2,2,0,1,0,4,-2,1,2,-2,0,0,0,2,0,0,2,-1,1,3,2,3,1,-1
America,Chili,Balance,-39,-44,2,62,54,38,55,21,37,50,123,-40,-120,-9,-10,50,80,65,5,25,71,150,128,169,181,58,235,207
America,Colombia,Balance,173,410,449,494,341,509,530,452,360,315,169,22,84,244,364,329,191,168,323,177,169,329,383,593,852,512,868,820
America,Costa Rica,Balance,8,33,26,45,25,27,22,30,20,26,12,7,-8,9,16,29,43,18,-19,42,14,25,53,82,65,57,79,108
America,Cuba,Balance,43,45,123,105,75,95,58,95,71,44,48,25,20,7,57,56,17,1,26,20,-1,-16,38,109,118,84,85,81
America,Curacao,Balance,,,,,,,,,,,,,,,,0,0,66,50,77,132,137,215,296,421,2424,2553,2561
America,Dominica,Balance,1,4,2,9,9,8,8,7,11,0,-7,-1,-3,5,-4,4,2,3,-3,5,-4,4,10,4,1,-2,6,2
America,Dominican Republic,Balance,20,237,260,447,342,447,409,250,90,47,39,-68,110,132,295,301,236,22,96,160,85,92,185,286,374,340,326,301
America,Ecuador,Balance,71,92,109,142,58,121,96,114,114,87,82,57,32,69,69,88,64,87,66,102,124,73,92,188,136,88,186,210
America,El Salvador,Balance,-4,-4,8,22,-4,6,13,10,6,5,3,6,-1,13,6,11,3,8,2,14,19,1,23,49,61,12,65,49
America,Falkland Islands,Balance,-1,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
America,French Guyana,Balance,10,18,7,5,4,29,54,36,22,28,2,-62,-18,-11,40,15,-1,6,-7,-12,-10,12,-7,14,12,15,13,22
America,Grenada,Balance,-1,1,0,5,-1,2,4,0,0,4,1,-1,-1,2,2,1,3,1,-2,0,-1,2,0,2,1,-1,2,2
America,Greenland,Balance,-2,0,-1,1,-3,-1,-1,1,0,-1,0,0,-1,0,3,0,0,0,0,-4,2,1,-2,0,2,3,2,-3
America,Guadeloupe,Balance,-8,-8,7,-4,5,22,2,22,2,6,-11,-14,-13,3,-5,-1,-3,12,0,2,4,7,16,28,29,15,27,21
America,Guatemala,Balance,12,8,17,32,32,65,74,24,25,23,20,2,14,14,10,20,8,39,34,6,16,12,36,66,76,2,41,58
America,Guyana,Balance,-10,35,16,54,58,28,19,28,29,9,-33,-14,-40,1,-9,22,-15,1,-4,-22,-3,-7,5,5,24,34,38,12
America,Haiti,Balance,15,29,12,41,71,69,95,90,97,67,50,39,20,78,70,108,2,2,-9,29,10,24,25,22,33,29,20,13
America,Honduras,Balance,14,16,13,11,2,18,11,18,15,2,14,10,-6,4,23,24,13,9,11,25,12,17,25,29,35,25,42,29
America,Jamaica,Balance,-8,5,17,43,38,48,-3,31,0,0,-25,-38,-8,-4,32,28,24,28,23,12,56,55,38,36,61,34,28,41
America,Martinique,Balance,-2,0,5,-4,6,2,-6,2,3,3,3,-7,-2,3,-8,0,3,7,-3,2,-6,-2,4,4,10,-8,5,9
America,Mexico,Balance,31,57,87,112,126,125,124,196,149,102,65,81,135,195,166,206,201,181,184,188,321,320,399,541,490,361,613,733
America,Montserrat,Balance,0,1,-1,1,0,1,0,0,0,1,1,0,-1,2,0,-1,1,-1,1,0,0,-2,1,1,0,2,-2,-1
America,Netherlands Antilles (old),Balance,-1148,197,1575,5208,6020,7615,5173,1775,-1017,-2533,-3021,-2141,-695,312,937,718,233,-712,-874,-337,-84,230,1283,1796,2423,0,0,0
America,Nicaragua,Balance,0,5,1,20,-5,1,10,22,23,1,12,10,-3,20,22,13,23,18,11,23,18,14,18,52,63,42,42,18
America,Panama,Balance,8,7,-1,5,6,8,-3,9,4,17,10,16,-7,-8,-2,5,10,10,16,-2,4,17,18,30,33,28,41,62
America,Paraguay,Balance,5,8,-6,5,4,-2,8,0,6,0,-3,-2,-4,9,3,0,8,3,13,4,7,-5,10,3,24,6,34,27
America,Peru,Balance,23,58,72,105,72,118,175,174,180,145,134,133,77,142,141,146,118,60,-3,121,110,104,164,286,289,198,385,471
America,Puerto Rico,Balance,0,2,-1,2,-7,2,0,9,-2,-3,4,4,-6,-4,0,7,4,11,-5,7,6,7,15,-3,22,-14,-5,16
America,Saint Kitts and Nevis,Balance,2,0,3,4,9,10,5,7,6,0,-6,0,1,3,0,-3,3,0,-3,-5,-5,1,6,3,0,2,2,1
America,Saint Pierre and Miquelon,Balance,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
America,Saint Vincent and the Grenadines,Balance,0,3,-1,3,2,2,7,5,-3,0,0,1,0,2,0,2,1,-1,5,-1,-1,2,0,1,7,-4,1,2
America,Saint Lucia,Balance,0,2,3,5,6,-1,10,1,-3,0,1,-9,-7,-1,10,3,-3,-4,8,5,2,0,-2,7,9,0,6,-4
America,Sint Maarten (Dutch part),Balance,,,,,,,,,,,,,,,,0,0,3,2,6,4,15,55,12,23,189,217,196
America,Suriname,Balance,411,1004,947,2714,1404,2245,2360,1427,1056,644,-671,-1495,-590,67,760,221,-22,-980,-920,-972,-642,66,988,1672,2043,1963,1765,1696
America,Trinidad and Tobago,Balance,5,-9,28,17,-3,28,9,10,1,4,10,-16,-17,6,14,-8,2,-2,1,25,17,28,45,43,57,17,7,32
America,Turks and Caicos Islands,Balance,0,0,0,0,0,0,0,1,0,0,0,0,2,0,-1,0,0,0,0,-1,1,-1,0,0,0,0,1,0
America,Uruguay,Balance,-3,-1,14,11,-4,2,22,15,20,-14,0,1,12,14,-21,-28,16,6,18,9,8,18,2,45,105,38,70,95
America,Venezuela,Balance,60,56,122,92,157,151,213,152,150,39,40,27,48,127,152,118,86,137,74,175,154,159,279,434,576,403,580,578
America,United States,Balance,196,326,487,678,679,852,531,330,-109,-128,-108,9,-69,562,133,456,487,474,51,853,1158,1142,1931,1697,1962,163,1381,2342
Asia,Afghanistan,Balance,1476,2765,3635,3880,5402,4471,4272,2444,1152,154,-507,-756,-601,-364,241,628,613,98,92,-244,-187,1589,288,471,370,596,2203,3231
Asia,Bahrain,Balance,1,0,0,1,9,6,1,0,-2,4,-6,-2,1,3,-1,1,13,4,-6,7,6,14,24,31,14,13,21,18
Asia,Bangladesh,Balance,31,46,41,31,46,44,50,68,27,-8,13,9,-28,18,37,39,19,29,41,26,49,170,128,56,164,210,561,737
Asia,Bhutan,Balance,18,6,-5,-7,3,4,8,9,5,1,18,12,12,22,80,81,62,4,-20,-6,-7,-7,-13,2,-12,-23,-2,-7
Asia,Brunei,Balance,-10,-12,12,4,14,-10,15,18,-13,-8,9,-8,12,-12,-15,-1,-5,-9,38,8,-8,-12,-13,12,3,-8,-6,9
Asia,Cambodia,Balance,8,-2,16,3,1,19,34,28,19,12,-4,7,20,12,6,8,6,16,10,16,21,3,19,27,31,19,28,17
Asia,China,Balance,927,799,1147,1386,1295,2149,3114,2926,2753,1918,1225,519,1488,2821,2428,1979,2573,1976,1418,1116,1792,1565,2233,2662,3079,-407,2188,3003
Asia,Philippines,Balance,329,352,325,304,233,370,392,434,357,272,261,261,242,577,427,379,252,373,435,418,421,553,758,827,896,630,913,1028
Asia,Gaza Strip and West Bank,Balance,,,,,,,,,,,,,,,,,,,,,,,,,70,73,69,76
Asia,Hong-Kong,Balance,-82,-53,-86,-78,-18,-14,16,25,-53,5,-46,-107,-42,-53,-63,-1,-122,-75,-22,-21,45,21,30,-39,27,-73,23,-23
Asia,India,Balance,132,143,385,534,334,337,341,192,210,148,604,1027,983,1579,788,836,1285,1067,1462,2040,2623,3528,4640,5886,6905,1077,5888,10759
Asia,Indonesia,Balance,-591,-591,-130,600,444,652,767,154,-180,-360,-883,-920,-704,-334,-24,45,-43,-194,38,109,71,483,280,362,533,268,1000,1028
Asia,Iraq,Balance,2869,4434,5899,7037,2715,3881,2215,-242,46,-147,-857,-800,664,2930,2013,-189,-438,-538,-417,210,161,2328,883,941,685,644,615,874
Asia,Iran,Balance,2330,2386,1214,782,800,1417,1792,832,13,-143,-289,-91,394,477,689,768,1097,758,780,457,501,1894,1078,1403,2900,1339,1821,2801
